4, 2019, 4.9304027557, 
3, 1511, 3.6898658275, 
4, 2420, 5.9096460342, 
4, 2501, 6.1074485778, 
2, 2501, 6.1074485778, 
2, 2292, 5.5970697402, 
1, 2364, 5.7728939056, 
3, 1533, 3.7435898780, 
3, 1496, 3.6532356739, 
2, 1647, 4.0219779014, 
1, 1526, 3.7264957427, 
4, 2352, 5.7435898780, 
2, 1549, 3.7826619148, 
2, 2267, 5.5360198020, 
1, 2010, 4.9084248542, 
2, 2059, 5.0280833244, 
3, 1630, 3.9804639816, 
3, 2300, 5.6166057586, 
2, 2054, 5.0158734321, 
2, 3244, 7.9218559265, 
4, 2115, 5.1648354530, 
1, 3225, 7.8754577636, 
3, 2067, 5.0476193428, 
1, 1819, 4.4420022964, 
2, 3121, 7.6214895248, 
1, 2969, 7.2503051757, 
1, 2043, 4.9890108108, 
2, 2861, 6.9865694046, 
3, 1549, 3.7826619148, 
2, 1550, 3.7851037979, 
1, 1674, 4.0879120826, 
3, 1460, 3.5653235912, 
1, 2851, 6.9621491432, 
2, 1619, 3.9536020278, 
1, 1730, 4.2246642112, 
2, 2716, 6.6324787139, 
2, 1675, 4.0903539657, 
3, 1924, 4.6984128952, 
2, 2828, 6.9059829711, 
3, 1439, 3.5140416622, 
3, 1555, 3.7973139286, 
4, 1852, 4.5225887298, 
1, 1531, 3.7387058734, 
1, 1771, 4.3247861862, 
3, 1565, 3.8217339515, 
2, 2469, 6.0293045043, 
1, 2220, 5.4212455749, 
4, 2409, 5.8827838897, 
1, 2211, 5.3992676734, 
3, 2961, 7.2307691574, 
3, 1498, 3.6581196784, 
1, 2249, 5.4920635223, 
2, 1991, 4.8620266914, 
4, 1801, 4.3980464935, 
4, 1431, 3.4945056438, 
3, 2330, 5.6898660659, 
3, 2456, 5.9975581169, 
4, 1888, 4.6105008125, 
2, 2538, 6.1978025436, 
4, 2084, 5.0891332626, 
1, 1844, 4.5030527114, 
4, 1920, 4.6886448860, 
2, 2735, 6.6788768768, 
2, 2828, 6.9059829711, 
4, 1807, 4.4126982688, 
4, 2251, 5.4969477653, 
1, 2011, 4.9108667373, 
1, 1837, 4.4859585762, 
1, 1851, 4.5201463699, 
4, 2515, 6.1416363716, 
2, 2743, 6.6984128952, 
4, 2734, 6.6764349937, 
3, 2058, 5.0256414413, 
2, 1508, 3.6825397014, 
2, 3881, 9.4774112701, 
1, 1822, 4.4493284225, 
2, 1756, 4.2881565093, 
1, 1499, 3.6605618000, 
