3, 1490, 3.6385836601, 
4, 1434, 3.5018315315, 
1, 2156, 5.2649574279, 
1, 2850, 6.9597072601, 
1, 2991, 7.3040294647, 
2, 2754, 6.7252750396, 
2, 3861, 9.4285717010, 
3, 2060, 5.0305252075, 
4, 1840, 4.4932847023, 
1, 2287, 5.5848598480, 
2, 2914, 7.1159954071, 
4, 3439, 8.3980464935, 
2, 3147, 7.6849818229, 
2, 2889, 7.0549449920, 
2, 2521, 6.1562881469, 
3, 2147, 5.2429795265, 
2, 2389, 5.8339443206, 
3, 3191, 7.7924299240, 
1, 3505, 8.5592184066, 
4, 1434, 3.5018315315, 
2, 2248, 5.4896216392, 
3, 1845, 4.5054945945, 
3, 2744, 6.7008547782, 
1, 2676, 6.5347986221, 
1, 1906, 4.6544566154, 
4, 2269, 5.5409040451, 
1, 2112, 5.1575093269, 
2, 1488, 3.6336996555, 
1, 1821, 4.4468865394, 
2, 2228, 5.4407815933, 
1, 4095, 10.0000000000, 
1, 2458, 6.0024423599, 
4, 1704, 4.1611723899, 
1, 2305, 5.6288156509, 
4, 2217, 5.4139194488, 
3, 4095, 10.0000000000, 
1, 3204, 7.8241758346, 
1, 1883, 4.5982904434, 
2, 3813, 9.3113555908, 
1, 1987, 4.8522586822, 
4, 2528, 6.1733822822, 
4, 1932, 4.7179489135, 
2, 1677, 4.0952382087, 
2, 1492, 3.6434676647, 
3, 1521, 3.7142858505, 
4, 1910, 4.6642246246, 
4, 1791, 4.3736262321, 
2, 2503, 6.1123323440, 
4, 1647, 4.0219779014, 
2, 1979, 4.8327226638, 
2, 2377, 5.8046398162, 
3, 1594, 3.8925518989, 
3, 1818, 4.4395604133, 
2, 1852, 4.5225887298, 
2, 1510, 3.6874237060, 
1, 2203, 5.3797316551, 
4, 1467, 3.5824177265, 
1, 1877, 4.5836386680, 
2, 3285, 8.0219783782, 
4, 3853, 9.4090356826, 
2, 1994, 4.8693528175, 
2, 2863, 6.9914531707, 
2, 3011, 7.3528695106, 
1, 1562, 3.8144078254, 
3, 1437, 3.5091576576, 
1, 3094, 7.5555558204, 
2, 3087, 7.5384616851, 
1, 1718, 4.1953601837, 
3, 1875, 4.5787544250, 
1, 2050, 5.0061054229, 
1, 4095, 10.0000000000, 
2, 1555, 3.7973139286, 
1, 1899, 4.6373624801, 
4, 1787, 4.3638582229, 
1, 2667, 6.5128207206, 
2, 2237, 5.4627599716, 
2, 2751, 6.7179489135, 
3, 1763, 4.3052501678, 
4, 2199, 5.3699636459, 
1, 3798, 9.2747249603, 
4, 2601, 6.3516483306, 
2, 2846, 6.9499392509, 
2, 3162, 7.7216119766, 
4, 2631, 6.4249086380, 
1, 1894, 4.6251525878, 
4, 1579, 3.8559219360, 
3, 1515, 3.6996338367, 
4, 1471, 3.5921857357, 
4, 1914, 4.6739926338, 
3, 1920, 4.6886448860, 
1, 2007, 4.9010987281, 
2, 2238, 5.4652018547, 
2, 1819, 4.4420022964, 
2, 1630, 3.9804639816, 
1, 1911, 4.6666665077, 
2, 2558, 6.2466425895, 
4, 1793, 4.3785104751, 
4, 2501, 6.1074485778, 
3, 1703, 4.1587300300, 
3, 2221, 5.4236879348, 
4, 2343, 5.7216119766, 
2, 2706, 6.6080589294, 
4, 1879, 4.5885224342, 
2, 2609, 6.3711843490, 
1, 3056, 7.4627594947, 
3, 1970, 4.8107447624, 
4, 2543, 6.2100124359, 
2, 2356, 5.7533578872, 
2, 3774, 9.2161169052, 
4, 1556, 3.7997558116, 
3, 1615, 3.9438341140, 
1, 2248, 5.4896216392, 
4, 1572, 3.8388278961, 
3, 1725, 4.2124543190, 
1, 2544, 6.2124543190, 
3, 1479, 3.6117217540, 
4, 1481, 3.6166057586, 
1, 1958, 4.7814407348, 
2, 1505, 3.6752138137, 
1, 2105, 5.1404151916, 
1, 2161, 5.2771673202, 
3, 1622, 3.9609279632, 
4, 2540, 6.2026863098, 
3, 1712, 4.1807084083, 
3, 1766, 4.3125762939, 
4, 1692, 4.1318683624, 
4, 1993, 4.8669109344, 
3, 1495, 3.6507937908, 
2, 1984, 4.8449330329, 
3, 1728, 4.2197804450, 
2, 2264, 5.5286936759, 
1, 1960, 4.7863249778, 
4, 1964, 4.7960929870, 
4, 1837, 4.4859585762, 
1, 1704, 4.1611723899, 
4, 2156, 5.2649574279, 
3, 1601, 3.9096460342, 
2, 2109, 5.1501836776, 
2, 1825, 4.4566545486, 
1, 2701, 6.5958490371, 
2, 3400, 8.3028087615, 
2, 2431, 5.9365081787, 
4, 1871, 4.5689864158, 
4, 1539, 3.7582418918, 
2, 3939, 9.6190471649, 
4, 1623, 3.9633701324, 
1, 1969, 4.8083028793, 
4, 1697, 4.1440782546, 
2, 3169, 7.7387056350, 
2, 2037, 4.9743590354, 
4, 2307, 5.6336998939, 
2, 3938, 9.6166057586, 
4, 2809, 6.8595848083, 
2, 2262, 5.5238099098, 
4, 1737, 4.2417583465, 
2, 3037, 7.4163618087, 
2, 2285, 5.5799760818, 
4, 1532, 3.7411477565, 
4, 1911, 4.6666665077, 
